,Location,Name,Category,Description,Latitude,Longitude,coords,xy_coords,x,y
4011,,fishing and swimming ,Wild Camping,"Nice place to fish and swimming. Free, 2 fireepits a bit windy and noisy because the train passes close by ",46.428816999999995,-118.634174,"(46.428816999999995, -118.634174)","(-13206295.840360617, 5849335.766356137)",-13206295.840360617,5849335.766356137
4013,,Signal Peak Rd,Wild Camping,"Decided to explore this Forest Road off NM15 on a whim as it looked pretty with trees lining the start of the road. Shortly after leaving NM15, you enter a beautiful forest that has been totally devastated by fire, so it's extremely interesting to see. The road through it is an easy 2WD road with only a few very minor rockier sections. The forest fire area goes on for about 6km until you reach 2600m in altitude, that's where the trees come alive again. The views are stunning as this road gains altitude quickly through a canyon and from the top you can enjoy the entire fire area.

Some cautions: I would not recommend visiting here on a windy day. These trees still weigh a ton and are ready to topple over. Also, do NOT camp in the forest fire area.

There are plenty of spots to pull off the road and camp above 2600m. There were also a few spots off to the left side at the start of the road near NM15.",32.921997999999995,-108.14860800000001,"(32.921997999999995, -108.14860800000001)","(-12039047.972561354, 3884955.0733559104)",-12039047.972561354,3884955.0733559104
4014,,Walmart,Informal Campsite,Basic walmart parking lot. Stayed overnight with no issue. ,40.302166,-74.678389,"(40.302166, -74.678389)","(-8313160.236742002, 4909949.867330162)",-8313160.236742002,4909949.867330162
4015,,Near Toadstools,Wild Camping,one or more places for overnightparking on BLM land. No toilets. No electricity. No water. No dump but really calm and not far away from hwy 89,37.102724,-111.901936,"(37.102724, -111.901936)","(-12456866.53430149, 4453434.87677855)",-12456866.53430149,4453434.87677855
4016,,Walmart,Informal Campsite,"Busy during the day. Quiet in the night.
",40.190627,-77.195183,"(40.190627, -77.195183)","(-8593328.463253569, 4893682.466613594)",-8593328.463253569,4893682.466613594
4018,,Rest Area on US-95,Informal Campsite,Very nice Rest Area with clean toilets and picnic tables with shades. It was not crowded in the evening/night. You can hear the noise of the street but at night it wasn’t so much traffic. Also spaces for big rigs.,35.222379,-114.859131,"(35.222379, -114.859131)","(-12786059.975877903, 4194142.777252382)",-12786059.975877903,4194142.777252382
4020,,Oak Ridge Trailhead,Informal Campsite,Good place if you’re just looking for a quiet place to park for the night.  Not totally flat and no fire pit but has 2 bars of Verizon LTE and came in clutch for us in the van at 9pm,45.520775,-121.559688,"(45.520775, -121.559688)","(-13531962.56914921, 5703882.858902255)",-13531962.56914921,5703882.858902255
4021,,Grove Street Chicago. ,Wild Camping,"Street parking in Chicago. Grove Street has no parking limits. We stayed 2 nights here and felt safe, but this is something you have to decide for yourself. There are streetlights. It is opposite an abandoned warehouse. 2 semi trucks were also there. It is only 700m to chinatown station (trains operating 24/7). Public Library Chinatown has fast internet. It isn't a quiet or beautiful place but it is free and close to everything. It probably won't be here forever as there is advertising for the warehouse. It seems like it will be renovated in the near future. 
There is also free parking on 16th street across the river. Don't know how the bridge clearances are to get there, we stayed here in a class C RV. ",41.85216,-87.63926,"(41.85216, -87.63926)","(-9755957.796699308, 5138859.39041346)",-9755957.796699308,5138859.39041346
4022,,Sweet Briar Dam State Game Management Area,Informal Campsite,"Free, legal lakeside camping on state lands just off the freeway. Roads are dirt with muddy spots and mild washboarding. I found a site near a pit toilet. Fire rings installed, but ""no campfires"" signs posted.",46.8728,-101.27414499999999,"(46.8728, -101.27414499999999)","(-11273786.251924152, 5921336.453338807)",-11273786.251924152,5921336.453338807
4023,,Up on the hill,Wild Camping,"Great free spot on BLM land south of Sevilleta National Wildlife Refuge. It is up a hill off the road (turn at approximately 34.2238062, -106.9424321 to go up hill to the spot) leading to San Lorenzo Canyon. As you go up the hill you will see a few fire rings, but the best site is at the top. Beautiful view and very private, only saw a few other campers while we were here and they were miles away. Great data signal! There is an unmarked trail leading from the site over the hills. We followed it until it petered out. I don't think big rigs could get up this hill, but if you follow other spur roads from that main road that leads to San Lorenzo Canyon, you can find lots of other sites. The Canyon is maybe a 3 mile walk from this site.",34.221011,-106.94598799999999,"(34.221011, -106.94598799999999)","(-11905172.926543545, 4058517.1510073845)",-11905172.926543545,4058517.1510073845
4027,,Harrisburg Island,Informal Campsite,"Parking lot
10$ regular oversize 20$
Sat and Sun free
1 - 2 Miles to Capitol ",40.253338,-76.886429,"(40.253338, -76.886429)","(-8558958.125193182, 4902825.250567225)",-8558958.125193182,4902825.250567225
4028,,Walmart,Informal Campsite,"Quiet. No signs, did sleep with out any probs with my 23 feet RV. ",38.794715999999994,-90.700649,"(38.794715999999994, -90.700649)","(-10096750.061299438, 4692308.913473025)",-10096750.061299438,4692308.913473025
4029,,Telephone Tower X,Wild Camping,"Old road for tower repair access. Among Joshua trees. Phone lines line the road. But if you find yourself chasing a full moon and need a place to sleep, anywhere along this road seems ok. ",35.291131,-115.456622,"(35.291131, -115.456622)","(-12852572.369751466, 4203515.4038373595)",-12852572.369751466,4203515.4038373595
4030,,Picnic area on SH 43,Informal Campsite,"In this nice shaddy picnic area, a sign says camping is allowed for less than 24 h. Not right by the road but close so a bit noisy in the evening and quiet at night. ",32.358273,-94.465,"(32.358273, -94.465)","(-10515795.697786588, 3810431.952604361)",-10515795.697786588,3810431.952604361
4032,,Tongue river campground ,Informal Campsite,A long this dirt road there are camping spots. Nice creek next to it. There is some traffic at the dirtroad but it’s nice. BBQ/ firepits available. Also a pit toilet at the beginning of the road. Full AT&T and Verizon LTE reception!,44.848015999999994,-107.30643400000001,"(44.848015999999994, -107.30643400000001)","(-11945297.591722019, 5597626.366305974)",-11945297.591722019,5597626.366305974
4033,,Canyon of the Ancients NM,Wild Camping,"Amazing view!!!
In BLM managed NM. Free. 
Access via dirt road. High clearance 2WD is no problem (we have a VW vanagon).
...amazing view. Google maps gets you to the left turn onto BLM. See sign.
(It's 1 mile past the trailhead on the left.)",37.383707,-108.804979,"(37.383707, -108.804979)","(-12112114.858052826, 4492726.406191205)",-12112114.858052826,4492726.406191205
4035,"6550 Riverside St, Bonners Ferry, ID 83805, USA",Boundary County Fairgrounds,Informal Campsite,Free 72 hour rv parking and dump station. In Bonners Ferry Idaho,48.695809999999994,-116.31970700000001,"(48.695809999999994, -116.31970700000001)","(-12948650.552462779, 6223403.452756854)",-12948650.552462779,6223403.452756854
4037,,Free Streetparking,Wild Camping,"Free Street Parking in this area available. We stayed one night, no problems. A bit noisy. ",34.085208,-118.373175,"(34.085208, -118.373175)","(-13177241.564583061, 4040249.1252025645)",-13177241.564583061,4040249.1252025645
4040,,Black Hills NF ,Wild Camping,A long dirt good road (drivethru to Sundance) comes to a quiet place in the wood- beautiful! ,44.57873,-104.48625,"(44.57873, -104.48625)","(-11631356.14489868, 5555443.177668211)",-11631356.14489868,5555443.177668211
4041,,Cracker Barrel in Calvert city ,Informal Campsite,"Convenient overnight spot close to the highway but rather quiet at night. A few km from the Kentucky dam, a water power plant where you can park to enjoy the view.",37.005010999999996,-88.326219,"(37.005010999999996, -88.326219)","(-9832429.722775165, 4439805.279046157)",-9832429.722775165,4439805.279046157
4042,,Walmart ,Informal Campsite,"Walmart parking lot. Enough space, no signs and quiet at night. We stayed with our 23 feet without any problems. ",40.155828,-89.398352,"(40.155828, -89.398352)","(-9951779.022397831, 4888612.685773387)",-9951779.022397831,4888612.685773387
4043,,Navarre Boat Ramp Parking Lot,Informal Campsite,"This is a large parking lot just south of the boat ramp itself.  The lots along the beach outside of Navarre are unreliable.  We've read that other people have been ticketed up to $100 for staying overnight.  This spot is a super quick drive to beautiful beaches and is located close to a few restaurants/bars, a gas station, a beach boardwalk, and fishing pier.  Bathrooms are on site for the boat ramp.  We parked next to a bunch of seemingly unoccupied large RVs, but noone was around.  The lot directly next to the boat ramp said no over night parking but the lot closer to the water tower had no signs, and we weren't bothered, even by the cops who drove by.  I think the water at the bathrooms is potable.
",30.382169,-86.864336,"(30.382169, -86.864336)","(-9669693.65161582, 3552769.303136789)",-9669693.65161582,3552769.303136789
4044,,Valley of the Gods,Wild Camping,"Many nice spots in Valley of the Gods. This spot is close to the road, as most are, but you are out of sight. Great views and a nice area to go explore.",37.307753000000005,-109.853766,"(37.307753000000005, -109.853766)","(-12228865.292843428, 4482090.842756016)",-12228865.292843428,4482090.842756016
4046,,Walmart,Informal Campsite,We didn’t stay but there is a huge parking lot and no signs for no overnight parking ,40.638366999999995,-74.425127,"(40.638366999999995, -74.425127)","(-8284967.239864717, 4959146.325618651)",-8284967.239864717,4959146.325618651
4048,,Walmart,Informal Campsite,"Walmart, ok for the night there were others Campers also here
",39.077928,-108.581175,"(39.077928, -108.581175)","(-12087201.110735327, 4732840.245022113)",-12087201.110735327,4732840.245022113
4051,,Mesquite Flat Dunes parking lot,Informal Campsite,"In National Parks, it is illegal to camp in parking lots, you must be in a designated camping area. For more information, please consult the Death Valley National Park website, or stop in at one of the Visitor Centers and ask a NPS employee. The fine for camping illegally is $230. This area should not be listed as a place to camp.

Don’t stay there it’s forbidden, stay in campgrounds in national parks, there are cheap and convenient (water and toilet).",36.60601,-117.11593,"(36.60601, -117.11593)","(-13037285.691380672, 4384331.02614391)",-13037285.691380672,4384331.02614391
4054,"Mountains-to-Sea Trail, Canton, NC 28716, USA",Roadside stop Blue Ridge ,Wild Camping,"Stayed for one night , not moved on. Quiet  I think in peak season you maybe be asked to leave but seeing it is early all ok. Pulloff/Overlook on parkway but further away from the road 
Great views ",35.415889,-82.748827,"(35.415889, -82.748827)","(-9211557.28538069, 4220543.412809216)",-9211557.28538069,4220543.412809216
4055,,Duke's Creek,Informal Campsite,Trail head parking lot with pit toilets with a view.,34.702,-83.7894,"(34.702, -83.7894)","(-9327393.341873916, 4123457.515830806)",-9327393.341873916,4123457.515830806
